InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,Invoice_Date,day,month,year,hour
540119,22865,,-60,0,,United Kingdom,1/5/2011 10:07,5,1,2011,10
540241,35957,,-939,0,,United Kingdom,1/5/2011 15:17,5,1,2011,15
540252,22198,,-100,0,,United Kingdom,1/5/2011 16:25,5,1,2011,16
540256,35957,,35,0,,United Kingdom,1/5/2011 17:21,5,1,2011,17
540272,90096,,-54,0,,United Kingdom,1/6/2011 11:57,6,1,2011,11
540355,20724,RED RETROSPOT CHARLOTTE BAG,1,0,,United Kingdom,1/6/2011 15:11,6,1,2011,15
540356,20724,RED RETROSPOT CHARLOTTE BAG,1,0,,United Kingdom,1/6/2011 15:12,6,1,2011,15
540369,47591D,,-201,0,,United Kingdom,1/6/2011 16:20,6,1,2011,16
540372,22090,PAPER BUNTING RETROSPOT,24,0,13081,United Kingdom,1/6/2011 16:41,6,1,2011,16
540372,22553,PLASTERS IN TIN SKULLS,24,0,13081,United Kingdom,1/6/2011 16:41,6,1,2011,16
540549,21587,,-53,0,,United Kingdom,1/10/2011 9:07,10,1,2011,9
540558,21258,?,-29,0,,United Kingdom,1/10/2011 10:04,10,1,2011,10
540560,21589,,-14,0,,United Kingdom,1/10/2011 10:08,10,1,2011,10
540564,22617,"mouldy, thrown away.",-2600,0,,United Kingdom,1/10/2011 10:36,10,1,2011,10
540637,21275,,-5,0,,United Kingdom,1/10/2011 12:13,10,1,2011,12
540638,72038P,damages,-990,0,,United Kingdom,1/10/2011 12:14,10,1,2011,12
540650,85124C,,-8,0,,United Kingdom,1/10/2011 14:59,10,1,2011,14
540651,82599,?,-290,0,,United Kingdom,1/10/2011 15:00,10,1,2011,15
540673,21644,found,144,0,,United Kingdom,1/10/2011 16:04,10,1,2011,16
540674,22837,Found,26,0,,United Kingdom,1/10/2011 16:05,10,1,2011,16
540675,20748,Found,40,0,,United Kingdom,1/10/2011 16:05,10,1,2011,16
540676,84534B,,12,0,,United Kingdom,1/10/2011 16:05,10,1,2011,16
540677,21667,,1,0,,United Kingdom,1/10/2011 16:20,10,1,2011,16
540678,21667,,-1,0,,United Kingdom,1/10/2011 16:21,10,1,2011,16
540683,84546,,-45,0,,United Kingdom,1/10/2011 17:00,10,1,2011,17
540684,35271S,,-13,0,,United Kingdom,1/10/2011 17:01,10,1,2011,17
540693,82605,,1,0,,United Kingdom,1/11/2011 9:13,11,1,2011,9
540694,71477,,1,0,,United Kingdom,1/11/2011 9:13,11,1,2011,9
540695,21661,,1,0,,United Kingdom,1/11/2011 9:14,11,1,2011,9
540696,84562A,,1,0,,United Kingdom,1/11/2011 9:14,11,1,2011,9
540699,POST,,1000,0,,United Kingdom,1/11/2011 9:32,11,1,2011,9
540778,84029E,,-50,0,,United Kingdom,1/11/2011 11:15,11,1,2011,11
540832,21670,BLUE SPOT CERAMIC DRAWER KNOB,2,0,,United Kingdom,1/11/2011 14:42,11,1,2011,14
540832,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,1,0,,United Kingdom,1/11/2011 14:42,11,1,2011,14
540832,84692,BOX OF 24 COCKTAIL PARASOLS,1,0,,United Kingdom,1/11/2011 14:42,11,1,2011,14
540832,20724,RED RETROSPOT CHARLOTTE BAG,1,0,,United Kingdom,1/11/2011 14:42,11,1,2011,14
540832,22423,REGENCY CAKESTAND 3 TIER,1,0,,United Kingdom,1/11/2011 14:42,11,1,2011,14
540978,84050,counted,-310,0,,United Kingdom,1/12/2011 15:04,12,1,2011,15
540982,22323,,1,0,,United Kingdom,1/12/2011 15:35,12,1,2011,15
540987,17011A,,-61,0,,United Kingdom,1/12/2011 16:15,12,1,2011,16
541000,21632,,-41,0,,United Kingdom,1/13/2011 10:11,13,1,2011,10
541109,22168,ORGANISER WOOD ANTIQUE WHITE ,1,0,15107,United Kingdom,1/13/2011 15:10,13,1,2011,15
541482,22837,,-35,0,,United Kingdom,1/18/2011 12:32,18,1,2011,12
541487,85118,,-35,0,,United Kingdom,1/18/2011 13:19,18,1,2011,13
541519,21429,,-15,0,,United Kingdom,1/19/2011 9:11,19,1,2011,9
541600,22866,,-64,0,,United Kingdom,1/19/2011 16:48,19,1,2011,16
541601,22632,,-84,0,,United Kingdom,1/19/2011 16:48,19,1,2011,16
541685,22351,Given away,-1400,0,,United Kingdom,1/20/2011 15:41,20,1,2011,15
541687,46000S,Dotcom,-300,0,,United Kingdom,1/20/2011 15:42,20,1,2011,15
541697,21632,,8,0,,United Kingdom,1/20/2011 18:09,20,1,2011,18
541702,22451,,-30,0,,United Kingdom,1/21/2011 9:44,21,1,2011,9
541802,20854,,-80,0,,United Kingdom,1/21/2011 14:45,21,1,2011,14
541882,48185,?,-57,0,,United Kingdom,1/24/2011 10:54,24,1,2011,10
541967,84823,,-3,0,,United Kingdom,1/24/2011 13:35,24,1,2011,13
542156,21348,,8,0,,United Kingdom,1/26/2011 10:52,26,1,2011,10
542225,85096,label mix up,-59,0,,United Kingdom,1/26/2011 13:10,26,1,2011,13
542361,85161,samples/damages,-20,0,,United Kingdom,1/27/2011 12:47,27,1,2011,12
542362,20699,,-16,0,,United Kingdom,1/27/2011 12:49,27,1,2011,12
542363,84823,,1,0,,United Kingdom,1/27/2011 12:50,27,1,2011,12
542364,21324,,5,0,,United Kingdom,1/27/2011 12:50,27,1,2011,12
542365,21897,,-22,0,,United Kingdom,1/27/2011 12:51,27,1,2011,12
542367,82583,,-30,0,,United Kingdom,1/27/2011 12:57,27,1,2011,12
542368,85188B,,-70,0,,United Kingdom,1/27/2011 12:59,27,1,2011,12
542378,84279B,,192,0,,United Kingdom,1/27/2011 13:56,27,1,2011,13
542379,35922,,-30,0,,United Kingdom,1/27/2011 13:58,27,1,2011,13
542380,84917,,-50,0,,United Kingdom,1/27/2011 13:59,27,1,2011,13
542391,84455,,-31,0,,United Kingdom,1/27/2011 14:54,27,1,2011,14
542392,84227,,-2,0,,United Kingdom,1/27/2011 14:56,27,1,2011,14
542394,84452,,65,0,,United Kingdom,1/27/2011 15:11,27,1,2011,15
542396,22146,,-4,0,,United Kingdom,1/27/2011 15:12,27,1,2011,15
542414,84967A,,-2,0,,United Kingdom,1/27/2011 17:15,27,1,2011,17
542415,84967B,,-1,0,,United Kingdom,1/27/2011 17:15,27,1,2011,17
542417,84966B,,-11,0,,United Kingdom,1/27/2011 17:38,27,1,2011,17
542418,84966A,,-17,0,,United Kingdom,1/27/2011 17:39,27,1,2011,17
542504,37413,,5568,0,,United Kingdom,1/28/2011 12:03,28,1,2011,12
542505,79063D,,2560,0,,United Kingdom,1/28/2011 12:04,28,1,2011,12
542507,20798,,5,0,,United Kingdom,1/28/2011 12:06,28,1,2011,12
542508,37467,,136,0,,United Kingdom,1/28/2011 12:06,28,1,2011,12
542509,85049B,,3,0,,United Kingdom,1/28/2011 12:07,28,1,2011,12
542510,21667,,2,0,,United Kingdom,1/28/2011 12:07,28,1,2011,12
542512,22830,,2,0,,United Kingdom,1/28/2011 12:07,28,1,2011,12
542513,75013B,,2,0,,United Kingdom,1/28/2011 12:08,28,1,2011,12
542514,22866,,1,0,,United Kingdom,1/28/2011 12:08,28,1,2011,12
542515,35607A,,1,0,,United Kingdom,1/28/2011 12:08,28,1,2011,12
542516,71477,,4,0,,United Kingdom,1/28/2011 12:08,28,1,2011,12
542518,22184,,-13,0,,United Kingdom,1/28/2011 12:17,28,1,2011,12
542529,DCGS0055,,-1,0,,United Kingdom,1/28/2011 13:08,28,1,2011,13
542531,DCGS0072,,-1,0,,United Kingdom,1/28/2011 13:08,28,1,2011,13
542532,DCGS0074,,-1,0,,United Kingdom,1/28/2011 13:09,28,1,2011,13
542544,17165D,,-10,0,,United Kingdom,1/28/2011 14:43,28,1,2011,14
542545,17165D,,9,0,,United Kingdom,1/28/2011 14:44,28,1,2011,14
542546,20734,,-1,0,,United Kingdom,1/28/2011 14:44,28,1,2011,14
542547,20864,,-1,0,,United Kingdom,1/28/2011 14:45,28,1,2011,14
542548,20892,,-1,0,,United Kingdom,1/28/2011 14:45,28,1,2011,14
542550,20910,,-1,0,,United Kingdom,1/28/2011 14:45,28,1,2011,14
542551,21282,,-1,0,,United Kingdom,1/28/2011 14:46,28,1,2011,14
542552,21645,,-1,0,,United Kingdom,1/28/2011 14:47,28,1,2011,14
542553,21805,,-1,0,,United Kingdom,1/28/2011 14:49,28,1,2011,14
542554,21836,,-1,0,,United Kingdom,1/28/2011 14:49,28,1,2011,14
542555,21841,,-1,0,,United Kingdom,1/28/2011 14:50,28,1,2011,14
542556,22143,,-1,0,,United Kingdom,1/28/2011 14:50,28,1,2011,14
542557,22765,,-1,0,,United Kingdom,1/28/2011 14:50,28,1,2011,14
542558,35644,,-1,0,,United Kingdom,1/28/2011 14:51,28,1,2011,14
542559,35991,,-1,0,,United Kingdom,1/28/2011 14:51,28,1,2011,14
542560,47579,,-1,0,,United Kingdom,1/28/2011 14:51,28,1,2011,14
542561,84424A,,-1,0,,United Kingdom,1/28/2011 14:52,28,1,2011,14
542562,84499,,-1,0,,United Kingdom,1/28/2011 14:52,28,1,2011,14
542563,84509F,,-1,0,,United Kingdom,1/28/2011 14:52,28,1,2011,14
542564,84526,,-1,0,,United Kingdom,1/28/2011 14:52,28,1,2011,14
542565,84664,,-1,0,,United Kingdom,1/28/2011 14:52,28,1,2011,14
542566,84964B,,-1,0,,United Kingdom,1/28/2011 14:53,28,1,2011,14
542567,84975,,-1,0,,United Kingdom,1/28/2011 14:53,28,1,2011,14
542569,85028L,,-1,0,,United Kingdom,1/28/2011 14:53,28,1,2011,14
542570,85028S,,-1,0,,United Kingdom,1/28/2011 14:53,28,1,2011,14
542571,85031C,,-1,0,,United Kingdom,1/28/2011 14:54,28,1,2011,14
542572,85064,,-1,0,,United Kingdom,1/28/2011 14:54,28,1,2011,14
542573,85110,,-1,0,,United Kingdom,1/28/2011 14:55,28,1,2011,14
542574,85119,,-1,0,,United Kingdom,1/28/2011 14:55,28,1,2011,14
542575,85126,,-1,0,,United Kingdom,1/28/2011 14:55,28,1,2011,14
542576,85179B,,-1,0,,United Kingdom,1/28/2011 14:56,28,1,2011,14
542577,85232B,,-1,0,,United Kingdom,1/28/2011 14:56,28,1,2011,14
542579,90000C,,-1,0,,United Kingdom,1/28/2011 14:57,28,1,2011,14
542580,90095,,-1,0,,United Kingdom,1/28/2011 14:58,28,1,2011,14
542581,90091,,-1,0,,United Kingdom,1/28/2011 14:58,28,1,2011,14
542582,DCGS0057,,-6,0,,United Kingdom,1/28/2011 15:01,28,1,2011,15
542783,21690,,4,0,,United Kingdom,2/1/2011 10:02,1,2,2011,10
542784,84795C,,3,0,,United Kingdom,2/1/2011 10:04,1,2,2011,10
542861,47591B,?,-207,0,,United Kingdom,2/1/2011 11:47,1,2,2011,11
542879,22242,,-19,0,,United Kingdom,2/1/2011 12:52,1,2,2011,12
542880,22242,,10,0,,United Kingdom,2/1/2011 12:53,1,2,2011,12
542882,22162,,-40,0,,United Kingdom,2/1/2011 12:55,1,2,2011,12
542883,21448,,-40,0,,United Kingdom,2/1/2011 13:07,1,2,2011,13
542884,84748,,-52,0,,United Kingdom,2/1/2011 13:08,1,2,2011,13
542885,84465,,-6,0,,United Kingdom,2/1/2011 13:08,1,2,2011,13
542965,35400,,2,0,,United Kingdom,2/2/2011 11:22,2,2,2011,11
543014,47591B,,1,0,,United Kingdom,2/2/2011 13:36,2,2,2011,13
543034,85049F,,-130,0,,United Kingdom,2/2/2011 15:50,2,2,2011,15
543035,35004C,,-206,0,,United Kingdom,2/2/2011 15:51,2,2,2011,15
543049,79063C,,320,0,,United Kingdom,2/3/2011 10:09,3,2,2011,10
543051,79062D,,960,0,,United Kingdom,2/3/2011 10:15,3,2,2011,10
543176,22353,,60,0,,United Kingdom,2/4/2011 9:52,4,2,2011,9
543194,21355,,-217,0,,United Kingdom,2/4/2011 12:25,4,2,2011,12
543238,22833,,1,0,,United Kingdom,2/4/2011 13:42,4,2,2011,13
543254,35645,,18,0,,United Kingdom,2/4/2011 15:40,4,2,2011,15
543257,84611B,thrown away,-1430,0,,United Kingdom,2/4/2011 16:06,4,2,2011,16
543258,84611B,,1287,0,,United Kingdom,2/4/2011 16:06,4,2,2011,16
543259,84612B,thrown away,-162,0,,United Kingdom,2/4/2011 16:07,4,2,2011,16
543260,84613A,thrown away,-230,0,,United Kingdom,2/4/2011 16:07,4,2,2011,16
543261,84613C,,-173,0,,United Kingdom,2/4/2011 16:08,4,2,2011,16
543262,84614A,thrown away,-390,0,,United Kingdom,2/4/2011 16:08,4,2,2011,16
543265,84872A,,-4,0,,United Kingdom,2/4/2011 17:23,4,2,2011,17
543266,82095,,-5,0,,United Kingdom,2/4/2011 17:24,4,2,2011,17
543267,35645,,3,0,,United Kingdom,2/4/2011 17:24,4,2,2011,17
543268,84306,,3,0,,United Kingdom,2/4/2011 17:24,4,2,2011,17
543269,84638,,-18,0,,United Kingdom,2/4/2011 17:25,4,2,2011,17
543270,84631,,-19,0,,United Kingdom,2/4/2011 17:25,4,2,2011,17
543271,21087,,-6,0,,United Kingdom,2/4/2011 17:26,4,2,2011,17
543308,35969,,-3,0,,United Kingdom,2/7/2011 12:04,7,2,2011,12
543310,35954,,-234,0,,United Kingdom,2/7/2011 12:10,7,2,2011,12
543386,16207B,,4,0,,United Kingdom,2/8/2011 9:22,8,2,2011,9
543390,84880,,-5,0,,United Kingdom,2/8/2011 10:02,8,2,2011,10
543453,21429,,1,0,,United Kingdom,2/8/2011 12:15,8,2,2011,12
543471,85150,,118,0,,United Kingdom,2/8/2011 15:00,8,2,2011,15
543472,22451,,1,0,,United Kingdom,2/8/2011 15:01,8,2,2011,15
543473,21661,,1,0,,United Kingdom,2/8/2011 15:01,8,2,2011,15
543521,22769,,-6,0,,United Kingdom,2/9/2011 11:49,9,2,2011,11
543545,22627,,-11,0,,United Kingdom,2/9/2011 15:50,9,2,2011,15
543552,22847,,-10,0,,United Kingdom,2/10/2011 10:05,10,2,2011,10
543599,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,0,17560,United Kingdom,2/10/2011 13:08,10,2,2011,13
543654,22525,,-57,0,,United Kingdom,2/11/2011 10:29,11,2,2011,10
543655,21717,,-42,0,,United Kingdom,2/11/2011 10:30,11,2,2011,10
543656,84801B,,-44,0,,United Kingdom,2/11/2011 10:30,11,2,2011,10
543781,21655,,19,0,,United Kingdom,2/11/2011 16:36,11,2,2011,16
543782,85232B,,6,0,,United Kingdom,2/11/2011 16:36,11,2,2011,16
543783,20966,,-41,0,,United Kingdom,2/11/2011 16:45,11,2,2011,16
543827,84406B,incorrectly made-thrown away.,-64,0,,United Kingdom,2/14/2011 9:44,14,2,2011,9
544046,21785,,-140,0,,United Kingdom,2/15/2011 12:34,15,2,2011,12
544063,22837,,-9,0,,United Kingdom,2/15/2011 13:37,15,2,2011,13
544072,22837,,26,0,,United Kingdom,2/15/2011 14:32,15,2,2011,14
544086,21785,,-7,0,,United Kingdom,2/15/2011 16:49,15,2,2011,16
544321,16033,,120,0,,United Kingdom,2/17/2011 15:42,17,2,2011,15
544342,22633,,-53,0,,United Kingdom,2/18/2011 9:44,18,2,2011,9
544343,22867,,-99,0,,United Kingdom,2/18/2011 9:45,18,2,2011,9
544344,22865,,51,0,,United Kingdom,2/18/2011 9:47,18,2,2011,9
544345,22866,,1,0,,United Kingdom,2/18/2011 9:49,18,2,2011,9
544346,22114,,-21,0,,United Kingdom,2/18/2011 9:50,18,2,2011,9
544347,22114,,-4,0,,United Kingdom,2/18/2011 9:51,18,2,2011,9
544348,84029E,,13,0,,United Kingdom,2/18/2011 9:52,18,2,2011,9
544396,62094B,,-92,0,,United Kingdom,2/18/2011 12:16,18,2,2011,12
544410,84997C,?,-741,0,,United Kingdom,2/18/2011 13:54,18,2,2011,13
544554,22588,,-41,0,,United Kingdom,2/21/2011 12:12,21,2,2011,12
544579,21651,,-6,0,,United Kingdom,2/21/2011 14:05,21,2,2011,14
544649,21621,?,-400,0,,United Kingdom,2/22/2011 12:37,22,2,2011,12
544703,22202,,-114,0,,United Kingdom,2/23/2011 10:35,23,2,2011,10
544832,62096A,,-88,0,,United Kingdom,2/24/2011 10:05,24,2,2011,10
544834,90200C,,-33,0,,United Kingdom,2/24/2011 10:15,24,2,2011,10
545127,22024,,-50,0,,United Kingdom,2/28/2011 12:04,28,2,2011,12
545135,22028,,-30,0,,United Kingdom,2/28/2011 12:06,28,2,2011,12
545160,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,0,,United Kingdom,2/28/2011 13:31,28,2,2011,13
545160,22627,MINT KITCHEN SCALES,1,0,,United Kingdom,2/28/2011 13:31,28,2,2011,13
545160,22625,RED KITCHEN SCALES,1,0,,United Kingdom,2/28/2011 13:31,28,2,2011,13
545160,22559,SEASIDE FLYING DISC,1,0,,United Kingdom,2/28/2011 13:31,28,2,2011,13
545176,22470,HEART OF WICKER LARGE,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22374,AIRLINE BAG VINTAGE JET SET RED,2,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22371,AIRLINE BAG VINTAGE TOKYO 78,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22365,DOORMAT RESPECTABLE HOUSE,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22363,GLASS JAR MARMALADE ,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22360,GLASS JAR ENGLISH CONFECTIONERY,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22364,GLASS JAR DIGESTIVE BISCUITS,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22359,GLASS JAR KINGS CHOICE,2,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22357,KINGS CHOICE BISCUIT TIN,3,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22350,ILLUSTRATED CAT BOWL ,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22300,COFFEE MUG DOG + BALL DESIGN,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22064,PINK DOUGHNUT TRINKET POT ,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,21888,BINGO SET,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,21116,OWL DOORSTOP,5,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,20724,RED RETROSPOT CHARLOTTE BAG,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,20685,DOORMAT RED RETROSPOT,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,20652,BLUE POLKADOT LUGGAGE TAG ,3,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,20615,BLUE POLKADOT PASSPORT COVER,3,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,18098C,PORCELAIN BUTTERFLY OIL BURNER,6,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22383,LUNCH BAG SUKI DESIGN ,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,85099F,JUMBO BAG STRAWBERRY,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,84968E,SET OF 16 VINTAGE BLACK CUTLERY,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22676,FRENCH BLUE METAL DOOR SIGN 1,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,21899,"KEY FOB , GARAGE DESIGN",1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22524,CHILDRENS GARDEN GLOVES BLUE,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,84692,BOX OF 24 COCKTAIL PARASOLS,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,79321,CHILLI LIGHTS,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,37333,"RETRO ""TEA FOR ONE"" ",3,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22697,GREEN REGENCY TEACUP AND SAUCER,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22699,ROSES REGENCY TEACUP AND SAUCER ,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22698,PINK REGENCY TEACUP AND SAUCER,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22689,DOORMAT MERRY CHRISTMAS RED ,3,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22681,FRENCH BLUE METAL DOOR SIGN 6,2,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22678,FRENCH BLUE METAL DOOR SIGN 3,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22686,FRENCH BLUE METAL DOOR SIGN No,2,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22681,FRENCH BLUE METAL DOOR SIGN 6,3,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22677,FRENCH BLUE METAL DOOR SIGN 2,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22683,FRENCH BLUE METAL DOOR SIGN 8,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22676,FRENCH BLUE METAL DOOR SIGN 1,2,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22627,MINT KITCHEN SCALES,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22625,RED KITCHEN SCALES,4,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22624,IVORY KITCHEN SCALES,8,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22619,SET OF 6 SOLDIER SKITTLES,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22550,HOLIDAY FUN LUDO,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22473,TV DINNER TRAY VINTAGE PAISLEY,1,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545176,22475,SKULL DESIGN TV DINNER TRAY,3,0,,United Kingdom,2/28/2011 14:19,28,2,2011,14
545219,20738,,-36,0,,United Kingdom,2/28/2011 17:04,28,2,2011,17
545236,22797,damages,-15,0,,United Kingdom,3/1/2011 10:32,1,3,2011,10
545401,21769,showroom,-5,0,,United Kingdom,3/2/2011 12:03,2,3,2011,12
545402,22862,,-33,0,,United Kingdom,3/2/2011 12:07,2,3,2011,12
545546,84249A,check,-150,0,,United Kingdom,3/3/2011 15:03,3,3,2011,15
545547,85061W,,-391,0,,United Kingdom,3/3/2011 15:07,3,3,2011,15
545548,77101A,,-87,0,,United Kingdom,3/3/2011 15:08,3,3,2011,15
545549,15058B,,-61,0,,United Kingdom,3/3/2011 15:10,3,3,2011,15
545551,15058A,,20,0,,United Kingdom,3/3/2011 15:11,3,3,2011,15
545552,22021,,-20,0,,United Kingdom,3/3/2011 15:11,3,3,2011,15
545553,84459B,,16,0,,United Kingdom,3/3/2011 15:12,3,3,2011,15
545554,22988,,-70,0,,United Kingdom,3/3/2011 15:12,3,3,2011,15
545560,37464,,-2,0,,United Kingdom,3/3/2011 16:12,3,3,2011,16
545561,37379A,,-9,0,,United Kingdom,3/3/2011 16:12,3,3,2011,16
545562,20689,,-5,0,,United Kingdom,3/3/2011 16:12,3,3,2011,16
545563,20671,,-22,0,,United Kingdom,3/3/2011 16:13,3,3,2011,16
545564,85092,,-9,0,,United Kingdom,3/3/2011 16:13,3,3,2011,16
545565,47563B,,-10,0,,United Kingdom,3/3/2011 16:14,3,3,2011,16
545566,37477D,,-9,0,,United Kingdom,3/3/2011 16:14,3,3,2011,16
545567,37444B,,-3,0,,United Kingdom,3/3/2011 16:14,3,3,2011,16
545598,22080,,-278,0,,United Kingdom,3/4/2011 11:16,4,3,2011,11
545599,22272,,-140,0,,United Kingdom,3/4/2011 11:17,4,3,2011,11
545600,85160A,,-21,0,,United Kingdom,3/4/2011 11:45,4,3,2011,11
545651,21973,,140,0,,United Kingdom,3/4/2011 13:14,4,3,2011,13
545666,37468,,67,0,,United Kingdom,3/4/2011 15:33,4,3,2011,15
545857,20681,MIA,-154,0,,United Kingdom,3/7/2011 13:56,7,3,2011,13
545875,21736,Adjustment,34,0,,United Kingdom,3/7/2011 15:18,7,3,2011,15
545990,84598,check,-3000,0,,United Kingdom,3/8/2011 13:07,8,3,2011,13
546010,22423,damages,-19,0,,United Kingdom,3/8/2011 15:55,8,3,2011,15
546016,85172,Dotcom set,-675,0,,United Kingdom,3/8/2011 17:21,8,3,2011,17
546018,85172,wrongly sold as sets,-600,0,,United Kingdom,3/8/2011 17:23,8,3,2011,17
546020,85175,Amazon sold sets,-210,0,,United Kingdom,3/8/2011 17:27,8,3,2011,17
546021,85175,dotcom sold sets,-345,0,,United Kingdom,3/8/2011 17:27,8,3,2011,17
546023,85175,wrongly sold sets,-975,0,,United Kingdom,3/8/2011 17:29,8,3,2011,17
546024,85175,? sold as sets?,-1200,0,,United Kingdom,3/8/2011 17:31,8,3,2011,17
546025,85172,?sold as sets?,-600,0,,United Kingdom,3/8/2011 17:31,8,3,2011,17
546026,90200C,,4,0,,United Kingdom,3/8/2011 17:43,8,3,2011,17
546085,84535A,,144,0,,United Kingdom,3/9/2011 11:32,9,3,2011,11
546114,84247K,,47,0,,United Kingdom,3/9/2011 13:47,9,3,2011,13
546124,35610C,Thrown away.,-1121,0,,United Kingdom,3/9/2011 14:50,9,3,2011,14
546126,35611B,thrown away,-27,0,,United Kingdom,3/9/2011 14:52,9,3,2011,14
546129,35610B,thrown away,-541,0,,United Kingdom,3/9/2011 15:07,9,3,2011,15
546130,35610A,thrown away,-1277,0,,United Kingdom,3/9/2011 15:08,9,3,2011,15
546137,20893,damages/display,-197,0,,United Kingdom,3/9/2011 16:33,9,3,2011,16
546138,21815,?,-300,0,,United Kingdom,3/9/2011 16:34,9,3,2011,16
546139,84988,?,3000,0,,United Kingdom,3/9/2011 16:35,9,3,2011,16
546140,21527,damages,-30,0,,United Kingdom,3/9/2011 16:35,9,3,2011,16
546141,79302M,,73,0,,United Kingdom,3/9/2011 16:36,9,3,2011,16
546142,40016,damaged stock,-1100,0,,United Kingdom,3/9/2011 16:37,9,3,2011,16
546145,21537,?,-80,0,,United Kingdom,3/9/2011 16:39,9,3,2011,16
546146,20752,,-40,0,,United Kingdom,3/9/2011 16:41,9,3,2011,16
546147,21320,broken,-63,0,,United Kingdom,3/9/2011 16:42,9,3,2011,16
546148,85049D,?,-100,0,,United Kingdom,3/9/2011 16:43,9,3,2011,16
546149,20866,?,-230,0,,United Kingdom,3/9/2011 17:02,9,3,2011,17
546150,21503,,-140,0,,United Kingdom,3/9/2011 17:03,9,3,2011,17
546151,21504,,-80,0,,United Kingdom,3/9/2011 17:04,9,3,2011,17
546152,72140F,throw away,-5368,0,,United Kingdom,3/9/2011 17:25,9,3,2011,17
546240,85045,,20,0,,United Kingdom,3/10/2011 13:00,10,3,2011,13
546244,21484,,219,0,,United Kingdom,3/10/2011 13:24,10,3,2011,13
546245,85185B,?,-259,0,,United Kingdom,3/10/2011 13:26,10,3,2011,13
546307,84029G,,280,0,,United Kingdom,3/10/2011 16:22,10,3,2011,16
546308,21555,,232,0,,United Kingdom,3/10/2011 16:23,10,3,2011,16
546309,85185B,,180,0,,United Kingdom,3/10/2011 16:24,10,3,2011,16
